localizacion,titulo,descripcion_corta,precio,detalles
Zaragoza, CASA EN VENTA EN VILLA TUSCANIA,"HERMOSA CASA EN VILLA TUSCANIA
Espectacular casa en una de las mejores zonas de desarrollo hacia el puerto de la libertad
Cerca de universidades, colegios, centros comerciales, a 15 ...","
$995,000 ","
,
479 m,
,
3,
,
4,
,
3"
San Salvador," Escalón, casa en venta, no privado.","Área del terreno 450 varas cuadradas.
Área de construcción 350 metros cuadrados.
[Primer nivel.]
-Cochera techada para dos ...","
$575,000 ","
,
350 m,
,
4,
,
2,
,
4"
Santa Tecla," Tipo flat, en Ciudad Merliot","Sobre Cl. El jabalí. Entrada que sube a la Sabana.
Lugar seguro y accesible. Bajos impuestos, sin pagos de mantenimiento.
En caso de financiamiento las cuotas serían ...","
$50,000 ","
,
35 m,
,
1,
,
1"
Sonsonate, CASA DE CAMPO EN APANECA A ESTRENAR!,"$450,000
- Tamaño del terreno: 715v²
- 338m² de construcción
Condominio Privado
Seguridad 24/7
Con acceso directo de la calle principal
- Cuarto principal con baño completo, ...","
$450,000 ","
,
338 m,
,
4,
,
6,
,
4"
San Salvador, VENTA DE APARTAMENTO EN RESDENCIAL CAMPO ALTO SAN SALVADOR,"VENTA DE APARTAMENTO EN SAN SALVADOR, RESIDENCIAL CAMPO ALTO (COLONIA LA CAMPIÑA, SAN SALVADOR).
Zona tranquila y segura.
Apartamentos con portón y vigilancia 24/7
2 Habitaciones ...","
$90,000 ","
,
66 m,
,
2,
,
1,
,
1"
Coatepeque, CASA EN VENTA EN LAGO COATEPEQUE,"HERMOSA CASA EN VENTA EN LAGO COATEPEQUE
Con espectacular vista
7000v2
280 mt2
40 mts frente al lago .
Baño social
Cocina con alacena
Barra
Sala, comedor y cocina abierta
Full ...","
$825,000 ","
,
280 m,
,
4,
,
8,
,
3"
San Salvador, Casa en venta en Colonia Escalón. #2387,"Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Colonia Escalón.
Precio: $450,000.00.
Habitaciones: 4
Baños: 3.5
Tamaño: 309 m²
Parqueos: ...","
$450,000 ","
,
309 m,
,
4,
,
4,
,
3"
San Salvador," Casa en venta en Residencial Altamira, Colonia Altamira. #2300","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Residencial Altamira, Colonia Altamira.
Precio: $1,100,000.00.
Habitaciones: 5
Baños: 5.5
Tamaño: ...","
$1,100,000 ","
,
900 m,
,
5,
,
5,
,
5"
San Salvador," Casa en venta en Cumbres de Cuscatlán, Antiguo Cuscatlán. #2297","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Cumbres de Cuscatlán, Antiguo Cuscatlán.
Precio: $625,000.00.
Habitaciones: 4
Baños: 4.5
Tamaño: ...","
$625,000 ","
,
450 m,
,
4,
,
4,
,
4"
San Salvador, VENTA APARTAMENTO NUEVO EN CONDOMINIO SAN FRANCISCO TOWER,"Precio: $225,000 Dólares Condominio ubicado en Colonia San Francisco. Excelente ubicación, con diversidad de accesos a la ciudad Características: * Modelo Vista * 74 Mts² * Nivel ...","
$225,000 ","
,
77 m,
,
2,
,
2,
,
2"
San Salvador, Apartamento en San Benito Casa 159 Venta,"* Fotos de carácter ilustrativo
Apartamento 3 habitaciones + Sala Familiar en condominio de lujo.
Ubicado en una de las torres más prestigiosas y modernas de la zona , con espacios ...","
$585,000 ","
,
225 m,
,
3,
,
2,
,
5"
San Salvador," Apartamento en venta en Torre Mirador, Colonia Escalón. #2295","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Apartamento en venta en Torre Mirador, Colonia Escalón.
Precio: $210,000.00.
Habitaciones: 2
Baños: 1.5
Tamaño: ...","
$210,000 ","
,
111 m,
,
2,
,
1,
,
1"
Usulután, Casa nueva en venta en Usulután en privado,"Atenea Residencial, Usulután
12 exclusivas viviendas, 100% construidas y listas para habitar.
Ubicacion: Calle Mustang y Final Calle Nathania, Barrio la Parroquia, Usulután. ...","
$137,900 ","
,
118 m,
,
3,
,
2,
,
2"
Antiguo Cuscatlán, CASA EN VENTA SANTA ELENA !!!,"EXCELENTE UBICACION en Arcos de SANTA ELENA.
Área de construcción: 240 m2
Terreno: 446.4 v2
PRIMER NIVEL:
Parqueo techado con portón: 2 vehículos
Amplia sala.
Comedor.
Cocina con ...","
$420,000 ","
,
240 m,
,
4,
,
2,
,
4"
San Salvador, Casa en venta en Colonia San Francisco. #2309,"Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Colonia San Francisco.
Precio: $1,900,000.00.
Habitaciones: 5
Baños: 5
Tamaño: 1398 m²
Parqueos: ...","
$1,900,000 ","
,
1398 m,
,
5,
,
5,
,
5"
Chalatenango," Casa en venta en Miramundo, Chalatenango. #2312","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Miramundo, Chalatenango.
Precio: $410,000.00.
Habitaciones: 4
Baños: 3
Tamaño: 188 m²
Parqueos: ...","
$410,000 ","
,
188 m,
,
4,
,
3,
,
3"
San Salvador, Casa en venta en Colonia Escalón. #2327,"Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Colonia Escalón.
Precio: $365,000.00.
Habitaciones: 5
Baños: 3
Tamaño: 200 m²
Parqueos: ...","
$365,000 ","
,
200 m,
,
5,
,
2,
,
3"
San Salvador," Casa en venta en Lomas de San Francisco, San Salvador. #2334","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Lomas de San Francisco, San Salvador.
Precio: $485,000.00. - No amueblado.
Habitaciones: 4
Baños: ...","
$485,000 ","
,
361 m,
,
4,
,
4,
,
4"
San Salvador, VENDO CASA EN COLONIA MIRAFLORES FINAL CALLA LARA SAN JACINTO,"COSTA DE
-3Habitaciones
-Sala
-Comedor
- Cocina con patry cubierta de granito con alacena
-Piso de porselanota de 60x60
- Encielada
- cochera para 4 carros con porton ...","
$135,000 ","
,
140 m,
,
3,
,
4,
,
2"
Zaragoza," Casa en venta en Residencial Miramar, San José Villanueva. #2339","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Residencial Miramar, San José Villanueva.
Precio: $275,000.00.
Habitaciones: 3
Baños: 3.5
Tamaño: ...","
$275,000 ","
,
201 m,
,
3,
,
2,
,
3"
Nuevo Cuscatlán, Espectacular residencia de 1 nivel en condominio privado en Nuevo Cuscatlán,"Exclusiva casa de 1 nivel con apartamento independiente en
Residencial privado en una de las zonas en desarrollo y de mayor plusvalía
3,000 Vrs2 de Terreno
600 Mts2 de ...","
$1,500,000 ","
,
600 m,
,
4,
,
4,
,
5"
San Miguel, Casa en venta en Ciudad Barrios San Miguel,"Si deseas vivir en una linda y acogedora casa en un ambiente de tranquilidad y fuera del estrés de la ciudad, esta es la oportunidad que estabas esperando. Casa completamente nueva en ...","
$260,000 ","
,
325 m,
,
3,
,
1,
,
3"
San Salvador, Residencia en venta en parte alta de CVolonia Escalón,"Preciosa Casa en venta para residir en parte alta Colonia Escalón dentro de residencial privado
1,163 Vrs2 de terreno
625 Mts2 de construcción
-Casa de 2 niveles
-Cochera techada ...","
$1,200,000 ","
,
625 m,
,
4,
,
3,
,
5"
Nuevo Cuscatlán," Venta de Dos Apartamentos en Condominio Park Tower, Santa Elena","Venta de Dos Apartamentos en Condominio Park Tower, Santa Elena
1- Venta de APartamento Torre A Nivel 8
165m72
2 estacionamientos
Precio $395,000
2- Venta de APartamento Torre A ...","
$395,000 ","
,
165 m,
,
3,
,
2,
,
3"
San Salvador," Venta de Casa de 2 niveles, Col. Escalón. Para oficinas o para vivienda .","Venta de casa remodelada completamente, ubicada en zona alta de Escalón, cercana a Embajada de Cuba, la cuál puede ser para uso residencial u oficina.
Calle Ambrogui, Col. ...","
$440,000 ","
,
309 m,
,
4,
,
3,
,
3"
San Salvador," CASA DE DOS PLANTAS EN VENTA, EN SAN JACINTO -S.S","PRIMER NIVEL
• Sala
• Comedor
• 4 habitaciones
• 2 Baños
• 1 Tanque cisterna
• 1 Área de Patio
• 1 Área de lavandería
• 3 parqueos
SEGUNDO NIVEL
• 3 ...","
$200,000 ","
,
198 m,
,
7,
,
3,
,
3"
Santa Tecla, APARTAMENTO EN SANTA ROSA EN VENTA A puerta cerrada,"APARTAMENTO EN SANTA ROSA EN VENTA
A puerta cerrada
Actualmente funcionando en Airbnb, con alta tasa de ocupación y de rentabilidad
Amplia e iluminada sala
Cocina abierta y moderna ...","
$227,000 ","
,
65 m,
,
1,
,
1,
,
1"
San Salvador, 75000 NEG. apartamento,"APARTAMENTO UBICADO EN LOMAS DE VERSALLES, SAN SALVADOR DE DOS CUARTOS, SALA COMEDOR Y UN BAÑO.
ESTA EN SEGUNDA PLANTA, DOS CUADRAS ARRIBA DEL ESTADIO CUSCATLAN.","
$75,000 ","
,
48 m,
,
2,
,
1"
San Salvador, EN VENTA CASA DE UNA PLANTA EN LOS PLANES DE RENDEROS,"La casa que estabas buscando de un nivel, rodeada de naturaleza y muchos árboles, con una fauna que enamora, en Residencial privado.
Ubicada en el Km 11
Descripción:
Propiedad de ...","
$235,000 ","
,
487 m,
,
3,
,
2,
,
2"
San Salvador," Apartamento en venta en Panorama Tower, Colonia Escalón. #2288","Agenda visita, oferta y venta en Propi.
Precio de venta: $305,000.00
Ubicado en Colonia Escalón, San Salvador
ID #2288
Encantador Apartamento en Panorama Tower, Colonia Escalón , ...","
$305,000 ","
,
100 m,
,
2,
,
2,
,
2"
Colón," Casa en venta en Lourdes, Colón. #2383","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Lourdes, Colón.
Precio: $190,000.00.
Habitaciones: 3
Baños: 2
Tamaño: 184 m²
Parqueos: ...","
$190,000 ","
,
184 m,
,
3,
,
2,
,
2"
San Salvador, Apartamento en venta en Colonia Escalón. #2483,"Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Apartamento en venta en Colonia Escalón.
Precio: $172,000.00.
Habitaciones: 1
Baños: 1.5
Tamaño: 57 m²
Parqueos: ...","
$172,000 ","
,
57 m,
,
1,
,
1,
,
1"
La Libertad," Casa Residencial Privada Lourdes, Colón","Casa de venta Jacarandás 2
WHASAP ","
$165,000 ","
,
113 m,
,
3,
,
2,
,
2"
Colón, CASA LOURDES CAMPOS VERDES,"LOURDES, Vendo casa ubicada en Urbanización Campos Verdes Lourdes, Colón. La casa consta de:
3 habitaciones
Sala
Comedor
Cocina
Área de lavado
Un baño
Cochera techada para dos ...","
$62,000 ","
,
75 m,
,
3,
,
3,
,
1"
La Libertad, CASA en VENTA en RESID. LA FLORIDA,"Terreno: 890 v2
Construcción: 334 m2
5 Habitaciones
PRECIO DE VENTA: $450,000
Más información a mi Whatsapp: SIETE-CUATRO-CUATRO-SIETE----SEIS-SIETE-SIETE-SIETE
Buscanos en ...","
$450,000 ","
,
334 m,
,
5,
,
4,
,
5"
La Libertad," Casa en venta en Residencial Atami, El Zonte. #2399","Encuentra en Propi +500 casas y apartamentos en alquiler y venta.
Casa en venta en Residencial Atami, El Zonte.
Precio: $365,000.00.
Habitaciones: 3
Baños: 3
Tamaño: 200 ...","
$365,000 ","
,
200 m,
,
3,
,
3,
,
3"
La Libertad, CASA en RESID. LA HACIENDA con PISCINA (5 habitaciones),"Terreno: 4,100 v2
Construcción (aprox.): 400 m2
* Cuenta con 5 habitaciones (4 en la casa principal y 1 en apartamento privado)
* Linda piscina con área de barbacoa
* Estacionamiento ...","
$495,000 ","
,
400 m,
,
5,
,
6,
,
5"
Antiguo Cuscatlán, Torre Ambar - Venta de apartamentos en planos,"Ubicados estratégicamente en carretera Nuevo Cuscatlán, para combinar la tranquilidad de un entorno natural con la conveniencia de la ciudad, Estos apartamentos en planos ofrecen un ...","
$254,601 ","
,
54 m,
,
1,
,
2,
,
1"
Antiguo Cuscatlán, Vendo Casa en Cumbres de Cuscatlán con Vista de la Ciudad,"Area de Terreno: 753.60 varas cuadradas | Area construida: 290 metros cuadrados
3 habitaciones en segundo nivel Cada habitación con su baño
Sala Familiar con hermosa vista
Primera ...","
$450,000 ","
,
290 m,
,
3,
,
4,
,
3"
San Miguel," S/V propiedad con 2 casas nuevas de 2 niveles Juntas, Colonia Carmenza, San Miguel","Se vende propiedad con 2 casas de 2 niveles Juntas, En Colonia Carmeza, San Miguel
Colonia Ubicada en la salida a Santa Rosa de Lima
El Terreno total mide 21.60 mtrs x 26 mtrs
Cada ...","
$250,000 ","
,
562 m,
,
2,
,
4,
,
2"
San Salvador," Lomas de San Francisco: Inmueble de 3,868 vrs2 con área común y piscina","Resumen de la propiedad:
- Terreno exclusivo en Lomas de San Francisco: 3,868.33 Vrs² con vistas impresionantes.
- Tres construcciones en buen estado, incluyendo casa principal de 2 ...","
$1,800,000 ","
,
1220 m,
,
9,
,
10,
,
8"
San Salvador, Vendo casa cima 4,"**Se vende casa en La Cima 4**
**Descripción:**
- 3 cuartos
- 2 baños
- Patio
- Cochera
**Área:** 74 m²
**Condiciones:** Solo de contado o con 50% de contado. No FSV.
**Para ...","
$97,000 ","
,
60 m,
,
3,
,
2,
,
2"
Antiguo Cuscatlán," Apartamento moderno en venta. 2 Hab. Antiguo Cuscatlán, La Libertad.","• Apartamento moderno en Puerta del Alma.
• Distrito El Espino, Antiguo Cuscatlán, La Libertad. Frente a C.C. Multiplaza.
• Vistas espectaculares hacia el volcán de San ...","
$395,000 ","
,
103 m,
,
2,
,
2,
,
2"
San Miguel," Se vende casa en residencial Terranova, san Miguel","Se vende casa en residencial Terranova ,
mide 7x15
Sala
espacio para la cochera
Comedor
Cocina
Area de lavandería
1 baño
3 habitaciones
Con sus servicios básicos .
vigilancia ...","
$69,500 ","
,
105 m,
,
3,
,
1,
,
1"
Colón," Casa en Residencial Montemar, La Libertad","¡Descubre Tu Nuevo Hogar en un Exclusivo Residencial!
Presentamos una impresionante casa de 2 niveles ubicada en un residencial privado con seguridad 24/7, ideal para quienes buscan ...","
$125,000 ","
,
175 m,
,
3,
,
2,
,
2"
Sonsonate, Casa a metros de reconocido boulevard altamente comercial en Sonsonate,"Presentamos una excelente oportunidad de inversión inmobiliaria en Sonsonate, El Salvador. Esta hermosa casa se encuentra ubicada a solo 15 metros del Boulevard Palmeras, una de las ...","
$395,000 ","
,
275 m,
,
4,
,
2,
,
3"
Mejicanos, Apartamanto en la Zacamil,"Vendo apartamento ubicado en centro urbano José Simeón Cañas, condominio L edificio 106 cerca del hospital zacamil, de quinto nivel totalmente remodelado, 63 metros cuadrados, 2 ...","
$57,000 ","
,
63 m,
,
2,
,
Más,
,
1"
San Salvador, Vendo apartamento en la Escalon,"PRECIO ABAJO DE VALUO
### * Venta de Apartamento en Colonia Escalón, Parte Alta *
* Ubicación:* Penúltimo nivel (4to) con vistas panorámicas.
* Área:* Espacioso apartamento de ...","
$240,000 ","
,
109 m,
,
2,
,
2,
,
2"
Nejapa," Residencial villa constitución segunda etapa , nejapa","2 habitaciones, cocina independiente, sala y comedor independiente, sanitario y enchapado nuevo, techo nuevo, recién pintada Sherwin William, espacio de frente para futuras ...","
$58,000 ","
,
64 m,
,
2,
,
1,
,
1"
San Salvador, GANGA APARTAMENTO EN ESCALON $220 MIL,"Venta Apartamento en 3er nivel de Las Puertas Villa Urbana.
Colonia Escalón a 500 metros de Galerías, Millenium Plaza, El Salvador del Mundo, Universidad Evangélica.
Seguridad ...","
$200,000 ","
,
73 m,
,
2,
,
2,
,
2"
Cuscatlán, Se vende casa nueva,casita nueva consta con un terreno adicional las medidas del terreno son 15 de ancho por 20 de largo. la casa está contruida con 2 cuartos de 5x5 1 baño de tragaluz de 4x4 1 pila y ...,"
$26,000 ","
,
15 m,
,
1,
,
1"
Antiguo Cuscatlán," EN VENTA APARTAMENTO FULL AMUEBLADO EN PUERTA DEL ALMA, ANTIGUO CUSCATLAN","En venta apartamento full amueblado en Puerta del Alma, Distrito El Espino.
Ubicado en nivel alto este moderno apartamento ofrece una excelente vista y clima, y está ubicado en la ...","
$390,000 ","
,
103 m,
,
2,
,
2,
,
2"
Santa Ana, Bonito Apartamento cerquita de todo,"Zona frente a la Universidad Nacional y Liceo San Luis, 2 cuartos, sala-comedor-cocina; totalmente privado con vigilantes, portón y cámaras de seguridad, a 2 cuadras del Estadio Oscar ...","
$50,000 ","
,
49 m,
,
2,
,
2,
,
1"
Antiguo Cuscatlán, Venta de casa en Santa Elena,"Venta de casa en Santa Elena. Código CA-263. Complejo Privado con vigilancia 24/7 y Control de Acceso.
Características:
- Excelente vista
- 545 v2 de Terreno
- 215 m2 de ...","
$515,000 ","
,
215 m,
,
3,
,
3,
,
4"
San Salvador, Venta de Apartamento Torre 105 Campestre,"Venta de Apartamento Torre 105 Campestre. Código AP-189. Ubicado en la parte alta de la Colonia Escalon, el complejo cuenta con un diseño moderno y cuenta con las amenidades mas ...","
$400,000 ","
,
168 m,
,
2,
,
2,
,
2"
San Salvador, Venta de Casa en Lomas de San Francisco,"Venta de Casa en Lomas de San Francisco. Código CA-261.
Características:
- 678 v2 de Terreno
- 361 m2 de Construcción
- 3 Habitaciones
- 3 Baños
- Estudio con baño completo en ...","
$480,000 ","
,
361 m,
,
3,
,
4,
,
4"
San Salvador," Apartamento en VENTA o ALQUILER amueblado, SAN BENITO","Apartamento totalmente equipado y amueblado, Venta a puerta cerrada. Puerta del Alma, San Benito
Torre 2, nivel 11, hermosa vista al volcán
2 parqueos en P1
Sala- Comedor con ...","
$385,000 ","
,
104 m,
,
2,
,
2,
,
2"
San Salvador," VENTA CASA ESQUINA ESCALON MEDIA $725,000.00","Venta Casa Escalon parte media
Zona Médica de Esquina
con 30mts frente
Terreno 715.23 V2
Construc. 528.10 M2
Precio Venta $725,000 Neg
Ideal para remodelar para clínicas medicas u ...","
$725,000 ","
,
528 m,
,
8,
,
10,
,
4"
San Salvador," VENTA APTO SAN BENITO $485,000","Venta amplio apartamento en el corazón de San Benito
256M2
Dos parqueos 27.50M2
Una bodega 6.10M2
Total 289.60m2
Precio $485,000
3 habitaciones cu con baño, Closet de Linos, amplia ...","
$485,000 ","
,
290 m,
,
3,
,
2,
,
4"
Apopa, Venta de apartamento,En la entrada de apopa se ubica el apartamento dos habitaciones bonito acojedor y centrico a un paso del mercado y de la troncal del norte.,"
$40,000 ","
,
4 m,
,
2,
,
1,
,
1"
Nuevo Cuscatlán," Apartamento en venta en Florida Sky, Nuevo Cuscatlán.","¡Viva entre la ciudad, la montaña y la playa!
Apartamento en venta en Florida Sky, Nuevo Cuscatlán.
130 m²
Sala amplia
Comedor
Cocina independiente
1 Habitación Ppal. con A/C, ...","
$310,000 ","
,
130 m,
,
3,
,
2,
,
3"
San Salvador, Se vende casa en Colonia cima con Jardin,"Habitaciones: 3 dormitorios principales y 1 cuarto de servicio
Baños: 2 baños completos y 1 baño social
Estacionamiento: Espacio para 2 vehículos
Exterior: Amplio patio
Con ...","
$140,000 ","
,
200 m,
,
4,
,
2,
,
2"
San Salvador, APARTAMENTO DISPONIBLE CONDOMINIO THE FLATS,"1 Habitación
1 Estacionamiento en propiedad
1 Bodega de 3.12 M2
Terraza
Precio $177,860.00
Prima a cancelar: $17,786.00
Financiamiento: $160,074.00
Cuota Aprox.: $1,131.72 ...","
$177,860 ","
,
89 m,
,
1,
,
1,
,
1"
San Miguel," S/V casa en Colonia Ciudad Pacifica, San Miguel, cerca de escuela","Se vende casa en la Colonia Ciudad Pacifica, San Miguel
Con bonita vista al Volcán Chaparrastique!
Ubicado en la 1a Etapa, cerca de la escuela y centro comercial
Posee
2 cuartos
1 ...","
$46,000 ","
,
75 m,
,
2,
,
1,
,
1"
Nuevo Cuscatlán, Casa en venta en Quintas de Santa Elena,"QUINTAS DE SANTA ELENA EN VENTA
3000 v2
650 mts. de construcción
2 plantas.
1a PLANTA
Habitación principal con WALKING CLOSET con amplia ducha, mas 2 lavabos,
2 ...","
$1,100,000 ","
,
650 m,
,
5,
,
5,
,
5"
Santa Ana, CASA NUEVA ARIZONA 2 SANTA ANA,"Se vende bonita casa en Arizona 2 Santa Ana, casa recién construida, con finos acabados, tres habitaciones, cochera para un vehículo, cuarto principal con su propio baño, área de ...","
$155,000 ","
,
119 m,
,
3,
,
1,
,
2"
San Salvador, Casa en Venta/Alquiler Altos de la Escalón,"- Precio de Venta: $1,500,000
Características:
- Construcción: 650 m²
- Terreno: 1605 varas
- Dormitorios: 3, cada uno con baño y closets amplios (posibilidad de utilizar el ...","
$1,500,000 ","
,
650 m,
,
4,
,
6,
,
5"
Antiguo Cuscatlán, Antiguo Cuscatlan,"Se vende casa de 2 plantas, Residencial Privada con vigilancia
Cercana a universidad, centro comercial, parque central de Antiguo Cuscatlán, hoteles, supermercados.
Primera planta: ...","
$179,000 ","
,
100 m,
,
3,
,
2,
,
2"
Soyapango, 42000 VENDO BONITA CASA EN BRISAS II SOYAPANGO A 5 MINUTOS DE PLAZA MUNDO.,"LA CASA TIENE: Sala y comedor amplio, 3 habitaciones, cocina independiente, baño enchapado, Patio techado con su pila, conexión para lavadora, espacio para jardín, tanque de 8 ...","
$42,000 ","
,
60 m,
,
3,
,
1"
San Salvador," Venta de casa en Colonia Las Mercedes, Zona COOPEFA.","Esta residencia de 2 niveles, completamente remodelada, está ubicada en Colonia las Mercedes en las cercanía de la Cooperativa de la Fuerza Armada. Con un diseño elegante y moderno, ...","
$295,000 ","
,
277 m,
,
3,
,
2,
,
3"
San Juan Opico," Venta de Casa 1 nivel, Residencial Versalles, San Juan Opico.","Venta de casa con un solo nivel dentro de Residencial privada, cerca de centros comerciales, gasolineras y tiendas de conveniencia, a 15 minutos del Redondel Integración.
Residencial ...","
$175,000 ","
,
176 m,
,
3,
,
2,
,
2"
San Salvador, CASA EN VENTA COLONIA ESCALÓN.,"CASA EN VENTA, COL. ESCALÓN
Ideal para inversión, negocio, call center u oficinas, con ubicación estratégica en la zona del Salvador del Mundo y Avenida Olímpica.
667 V2
10.6 ...","
$600,000 ","
,
400 m,
,
8,
,
6,
,
4"
